state,date,Confirmed,Deaths,Active,New,New_3_avg,New_7_avg
AK,03/31/2020,119,3,116,5,11.333333333333334,12.142857142857142
AK,04/01/2020,132,3,129,13,10,13
AK,04/02/2020,143,3,140,11,9.666666666666666,12.428571428571429
AK,04/03/2020,157,3,154,14,12.666666666666666,14.142857142857142
AK,04/04/2020,171,5,166,14,13,12.285714285714286
AK,04/05/2020,185,6,179,14,14,11.857142857142858
AK,04/06/2020,185,6,179,0,9.333333333333334,10.142857142857142
AK,04/07/2020,213,6,207,28,14,13.428571428571429
AL,01/22/2020,0,0,0,0,0,0
AL,01/23/2020,0,0,0,0,0,0
AL,01/24/2020,0,0,0,0,0,0
AL,01/25/2020,0,0,0,0,0,0
AL,01/26/2020,0,0,0,0,0,0
AL,01/27/2020,0,0,0,0,0,0
AL,01/28/2020,0,0,0,0,0,0
AL,01/29/2020,0,0,0,0,0,0
AL,01/30/2020,0,0,0,0,0,0
AL,01/31/2020,0,0,0,0,0,0
AL,02/01/2020,0,0,0,0,0,0
AL,02/02/2020,0,0,0,0,0,0
AL,02/03/2020,0,0,0,0,0,0
AL,02/04/2020,0,0,0,0,0,0
AL,02/05/2020,0,0,0,0,0,0
AL,02/06/2020,0,0,0,0,0,0
AL,02/07/2020,0,0,0,0,0,0
AL,02/08/2020,0,0,0,0,0,0
AL,02/09/2020,0,0,0,0,0,0
AL,02/10/2020,0,0,0,0,0,0
AL,02/11/2020,0,0,0,0,0,0
AL,02/12/2020,0,0,0,0,0,0
AL,02/13/2020,0,0,0,0,0,0
AL,02/14/2020,0,0,0,0,0,0
AL,02/15/2020,0,0,0,0,0,0
AL,02/16/2020,0,0,0,0,0,0
AL,02/17/2020,0,0,0,0,0,0
AL,02/18/2020,0,0,0,0,0,0
AL,02/19/2020,0,0,0,0,0,0
AL,02/20/2020,0,0,0,0,0,0
AL,02/21/2020,0,0,0,0,0,0
AL,02/22/2020,0,0,0,0,0,0
AL,02/23/2020,0,0,0,0,0,0
AL,02/24/2020,0,0,0,0,0,0
AL,02/25/2020,0,0,0,0,0,0
AL,02/26/2020,0,0,0,0,0,0
AL,02/27/2020,0,0,0,0,0,0
AL,02/28/2020,0,0,0,0,0,0
AL,02/29/2020,0,0,0,0,0,0
AL,03/01/2020,0,0,0,0,0,0
AL,03/02/2020,0,0,0,0,0,0
AL,03/03/2020,0,0,0,0,0,0
AL,03/04/2020,0,0,0,0,0,0
AL,03/05/2020,0,0,0,0,0,0
AL,03/06/2020,0,0,0,0,0,0
AL,03/07/2020,0,0,0,0,0,0
AL,03/08/2020,0,0,0,0,0,0
AL,03/09/2020,0,0,0,0,0,0
AL,03/10/2020,0,0,0,0,0,0
AL,03/11/2020,0,0,0,0,0,0
AL,03/12/2020,0,0,0,0,0,0
AL,03/13/2020,5,0,5,5,1.6666666666666667,0.7142857142857143
AL,03/14/2020,6,0,6,1,2,0.8571428571428571
AL,03/15/2020,12,0,12,6,4,1.7142857142857142
AL,03/16/2020,29,0,29,17,8,4.142857142857143
AL,03/17/2020,39,0,39,10,11,5.571428571428571
AL,03/18/2020,46,0,46,7,11.333333333333334,6.571428571428571
AL,03/19/2020,78,0,78,32,16.333333333333332,11.142857142857142
AL,03/20/2020,83,0,83,5,14.666666666666666,11.142857142857142
AL,03/21/2020,131,0,131,48,28.333333333333332,17.857142857142858
AL,03/22/2020,138,0,138,7,20,18
AL,03/23/2020,196,0,196,58,37.666666666666664,23.857142857142858
AL,03/24/2020,242,0,242,46,37,29
AL,03/25/2020,381,1,380,139,81,47.857142857142854
AL,03/26/2020,517,1,516,136,107,62.714285714285715
AL,03/27/2020,587,4,583,70,115,72
AL,03/28/2020,694,4,690,107,104.33333333333333,80.42857142857143
AL,03/29/2020,825,10,815,131,102.66666666666667,98.14285714285714
AL,03/30/2020,899,10,889,74,104,100.42857142857143
AL,03/31/2020,987,23,964,88,97.66666666666667,106.42857142857143
AL,04/01/2020,1060,27,1033,73,78.33333333333333,97
AL,04/02/2020,1233,32,1201,173,111.33333333333333,102.28571428571429
AL,04/03/2020,1495,38,1457,262,169.33333333333334,129.71428571428572
AL,04/04/2020,1614,44,1570,119,184.66666666666666,131.42857142857142
AL,04/05/2020,1765,45,1720,151,177.33333333333334,134.28571428571428
AL,04/06/2020,1952,49,1903,187,152.33333333333334,150.42857142857142
AL,04/07/2020,2169,64,2105,217,185,168.85714285714286
AR,01/22/2020,0,0,0,0,0,0
AR,01/23/2020,0,0,0,0,0,0
AR,01/24/2020,0,0,0,0,0,0
AR,01/25/2020,0,0,0,0,0,0
AR,01/26/2020,0,0,0,0,0,0
AR,01/27/2020,0,0,0,0,0,0
AR,01/28/2020,0,0,0,0,0,0
AR,01/29/2020,0,0,0,0,0,0
AR,01/30/2020,0,0,0,0,0,0
AR,01/31/2020,0,0,0,0,0,0
AR,02/01/2020,0,0,0,0,0,0
AR,02/02/2020,0,0,0,0,0,0
AR,02/03/2020,0,0,0,0,0,0
AR,02/04/2020,0,0,0,0,0,0
AR,02/05/2020,0,0,0,0,0,0
AR,02/06/2020,0,0,0,0,0,0
AR,02/07/2020,0,0,0,0,0,0
AR,02/08/2020,0,0,0,0,0,0
AR,02/09/2020,0,0,0,0,0,0
AR,02/10/2020,0,0,0,0,0,0
AR,02/11/2020,0,0,0,0,0,0
AR,02/12/2020,0,0,0,0,0,0
AR,02/13/2020,0,0,0,0,0,0
AR,02/14/2020,0,0,0,0,0,0
AR,02/15/2020,0,0,0,0,0,0
AR,02/16/2020,0,0,0,0,0,0
AR,02/17/2020,0,0,0,0,0,0
AR,02/18/2020,0,0,0,0,0,0
AR,02/19/2020,0,0,0,0,0,0
AR,02/20/2020,0,0,0,0,0,0
AR,02/21/2020,0,0,0,0,0,0
AR,02/22/2020,0,0,0,0,0,0
AR,02/23/2020,0,0,0,0,0,0
AR,02/24/2020,0,0,0,0,0,0
AR,02/25/2020,0,0,0,0,0,0
AR,02/26/2020,0,0,0,0,0,0
AR,02/27/2020,0,0,0,0,0,0
AR,02/28/2020,0,0,0,0,0,0
AR,02/29/2020,0,0,0,0,0,0
AR,03/01/2020,0,0,0,0,0,0
AR,03/02/2020,0,0,0,0,0,0
AR,03/03/2020,0,0,0,0,0,0
AR,03/04/2020,0,0,0,0,0,0
AR,03/05/2020,0,0,0,0,0,0
AR,03/06/2020,0,0,0,0,0,0
AR,03/07/2020,0,0,0,0,0,0
AR,03/08/2020,0,0,0,0,0,0
AR,03/09/2020,0,0,0,0,0,0
AR,03/10/2020,0,0,0,0,0,0
AR,03/11/2020,1,0,1,1,0.3333333333333333,0.14285714285714285
AR,03/12/2020,6,0,6,5,2,0.8571428571428571
AR,03/13/2020,6,0,6,0,2,0.8571428571428571
AR,03/14/2020,12,0,12,6,3.6666666666666665,1.7142857142857142
AR,03/15/2020,16,0,16,4,3.3333333333333335,2.2857142857142856
AR,03/16/2020,22,0,22,6,5.333333333333333,3.142857142857143
AR,03/17/2020,22,0,22,0,3.3333333333333335,3.142857142857143
AR,03/18/2020,33,0,33,11,5.666666666666667,4.571428571428571
AR,03/19/2020,62,0,62,29,13.333333333333334,8
AR,03/20/2020,96,0,96,34,24.666666666666668,12.857142857142858
AR,03/21/2020,122,0,122,26,29.666666666666668,15.714285714285714
AR,03/22/2020,165,0,165,43,34.333333333333336,21.285714285714285
AR,03/23/2020,192,0,192,27,32,24.285714285714285
AR,03/24/2020,219,2,217,27,32.333333333333336,28.142857142857142
AR,03/25/2020,280,2,278,61,38.333333333333336,35.285714285714285
AR,03/26/2020,335,2,333,55,47.666666666666664,39
AR,03/27/2020,381,3,378,46,54,40.714285714285715
AR,03/28/2020,409,5,404,28,43,41
AR,03/29/2020,426,6,420,17,30.333333333333332,37.285714285714285
AR,03/30/2020,473,7,466,47,30.666666666666668,40.142857142857146
AR,03/31/2020,523,8,515,50,38,43.42857142857143
AR,04/01/2020,584,10,574,61,52.666666666666664,43.42857142857143
AR,04/02/2020,643,12,631,59,56.666666666666664,44
AR,04/03/2020,704,12,692,61,60.333333333333336,46.142857142857146
AR,04/04/2020,743,14,729,39,53,47.714285714285715
AR,04/05/2020,837,16,821,94,64.66666666666667,58.714285714285715
AR,04/06/2020,875,16,859,38,57,57.42857142857143
AR,04/07/2020,946,18,928,71,67.66666666666667,60.42857142857143
AZ,01/22/2020,0,0,0,0,0,0
AZ,01/23/2020,0,0,0,0,0,0
AZ,01/24/2020,0,0,0,0,0,0
AZ,01/25/2020,0,0,0,0,0,0
AZ,01/26/2020,1,0,1,1,0.3333333333333333,0.14285714285714285
AZ,01/27/2020,1,0,1,0,0.3333333333333333,0.14285714285714285
AZ,01/28/2020,1,0,1,0,0.3333333333333333,0.14285714285714285
AZ,01/29/2020,1,0,1,0,0,0.14285714285714285
AZ,01/30/2020,1,0,1,0,0,0.14285714285714285
AZ,01/31/2020,1,0,1,0,0,0.14285714285714285
AZ,02/01/2020,1,0,1,0,0,0.14285714285714285
AZ,02/02/2020,1,0,1,0,0,0
AZ,02/03/2020,1,0,1,0,0,0
AZ,02/04/2020,1,0,1,0,0,0
AZ,02/05/2020,1,0,1,0,0,0
AZ,02/06/2020,1,0,1,0,0,0
AZ,02/07/2020,1,0,1,0,0,0
AZ,02/08/2020,1,0,1,0,0,0
AZ,02/09/2020,1,0,1,0,0,0
AZ,02/10/2020,1,0,1,0,0,0
AZ,02/11/2020,1,0,1,0,0,0
AZ,02/12/2020,1,0,1,0,0,0
AZ,02/13/2020,1,0,1,0,0,0
AZ,02/14/2020,1,0,1,0,0,0
AZ,02/15/2020,1,0,1,0,0,0
AZ,02/16/2020,1,0,1,0,0,0
AZ,02/17/2020,1,0,1,0,0,0
AZ,02/18/2020,1,0,1,0,0,0
AZ,02/19/2020,1,0,1,0,0,0
AZ,02/20/2020,1,0,1,0,0,0
AZ,02/21/2020,1,0,1,0,0,0
AZ,02/22/2020,1,0,1,0,0,0
AZ,02/23/2020,1,0,1,0,0,0
AZ,02/24/2020,1,0,1,0,0,0
AZ,02/25/2020,1,0,0,0,0,0
AZ,02/26/2020,1,0,0,0,0,0
AZ,02/27/2020,1,0,0,0,0,0
AZ,02/28/2020,1,0,0,0,0,0
AZ,02/29/2020,1,0,0,0,0,0
AZ,03/01/2020,1,0,0,0,0,0
AZ,03/02/2020,1,0,0,0,0,0
AZ,03/03/2020,2,0,1,1,0.3333333333333333,0.14285714285714285
AZ,03/04/2020,2,0,1,0,0.3333333333333333,0.14285714285714285
AZ,03/05/2020,2,0,1,0,0.3333333333333333,0.14285714285714285
AZ,03/06/2020,3,0,2,1,0.3333333333333333,0.2857142857142857
AZ,03/07/2020,5,0,4,2,1,0.5714285714285714
AZ,03/08/2020,5,0,4,0,1,0.5714285714285714
AZ,03/09/2020,5,0,4,0,0.6666666666666666,0.5714285714285714
AZ,03/10/2020,6,0,5,1,0.3333333333333333,0.5714285714285714
AZ,03/11/2020,9,0,8,3,1.3333333333333333,1
AZ,03/12/2020,9,0,8,0,1.3333333333333333,1
AZ,03/13/2020,9,0,8,0,1,0.8571428571428571
AZ,03/14/2020,12,0,11,3,1,1
AZ,03/15/2020,13,0,12,1,1.3333333333333333,1.1428571428571428
AZ,03/16/2020,18,0,17,5,3,1.8571428571428572
AZ,03/17/2020,20,0,19,2,2.6666666666666665,2
AZ,03/18/2020,27,0,26,7,4.666666666666667,2.5714285714285716
AZ,03/19/2020,45,0,45,18,9,5.142857142857143
AZ,03/20/2020,78,0,78,33,19.333333333333332,9.857142857142858
AZ,03/21/2020,118,1,117,40,30.333333333333332,15.142857142857142
AZ,03/22/2020,152,2,150,34,35.666666666666664,19.857142857142858
AZ,03/23/2020,235,2,233,83,52.333333333333336,31
AZ,03/24/2020,326,5,321,91,69.33333333333333,43.714285714285715
AZ,03/25/2020,401,6,395,75,83,53.42857142857143
AZ,03/26/2020,508,8,500,107,91,66.14285714285714
AZ,03/27/2020,665,13,652,157,113,83.85714285714286
AZ,03/28/2020,773,15,758,108,124,93.57142857142857
AZ,03/29/2020,919,17,902,146,137,109.57142857142857
AZ,03/30/2020,1157,20,1137,238,164,131.71428571428572
AZ,03/31/2020,1289,24,1265,132,172,137.57142857142858
AZ,04/01/2020,1530,29,1501,241,203.66666666666666,161.28571428571428
AZ,04/02/2020,1715,32,1683,185,186,172.42857142857142
AZ,04/03/2020,1937,41,1896,222,216,181.71428571428572
AZ,04/04/2020,2187,52,2135,250,219,202
AZ,04/05/2020,2486,64,2422,299,257,223.85714285714286
AZ,04/06/2020,2732,65,2667,246,265,225
AZ,04/07/2020,2870,73,2797,138,227.66666666666666,225.85714285714286
CA,01/22/2020,0,0,0,0,0,0
CA,01/23/2020,0,0,0,0,0,0
CA,01/24/2020,0,0,0,0,0,0
CA,01/25/2020,0,0,0,0,0,0
CA,01/26/2020,2,0,2,2,0.6666666666666666,0.2857142857142857
CA,01/27/2020,2,0,2,0,0.6666666666666666,0.2857142857142857
CA,01/28/2020,2,0,2,0,0.6666666666666666,0.2857142857142857
CA,01/29/2020,2,0,2,0,0,0.2857142857142857
CA,01/30/2020,2,0,2,0,0,0.2857142857142857
CA,01/31/2020,2,0,2,0,0,0.2857142857142857
CA,02/01/2020,3,0,3,1,0.3333333333333333,0.42857142857142855
CA,02/02/2020,3,0,3,0,0.3333333333333333,0.14285714285714285
CA,02/03/2020,6,0,6,3,1.3333333333333333,0.5714285714285714
CA,02/04/2020,6,0,6,0,1,0.5714285714285714
CA,02/05/2020,6,0,6,0,1,0.5714285714285714
CA,02/06/2020,6,0,6,0,0,0.5714285714285714
CA,02/07/2020,6,0,6,0,0,0.5714285714285714
CA,02/08/2020,6,0,6,0,0,0.42857142857142855
CA,02/09/2020,6,0,6,0,0,0.42857142857142855
CA,02/10/2020,6,0,6,0,0,0
CA,02/11/2020,7,0,7,1,0.3333333333333333,0.14285714285714285
CA,02/12/2020,7,0,7,0,0.3333333333333333,0.14285714285714285
CA,02/13/2020,8,0,8,1,0.6666666666666666,0.2857142857142857
CA,02/14/2020,8,0,8,0,0.3333333333333333,0.2857142857142857
CA,02/15/2020,8,0,8,0,0.3333333333333333,0.2857142857142857
CA,02/16/2020,8,0,8,0,0,0.2857142857142857
CA,02/17/2020,8,0,8,0,0,0.2857142857142857
CA,02/18/2020,8,0,8,0,0,0.14285714285714285
CA,02/19/2020,8,0,8,0,0,0.14285714285714285
CA,02/20/2020,8,0,8,0,0,0
CA,02/21/2020,15,0,13,7,2.3333333333333335,1
CA,02/22/2020,15,0,13,0,2.3333333333333335,1
CA,02/23/2020,15,0,13,0,2.3333333333333335,1
CA,02/24/2020,15,0,13,0,0,1
CA,02/25/2020,10,0,8,0,0,1
CA,02/26/2020,10,0,8,0,0,1
CA,02/27/2020,11,0,9,1,0.3333333333333333,1.1428571428571428
CA,02/28/2020,11,0,9,0,0.3333333333333333,0.14285714285714285
CA,02/29/2020,12,0,10,1,0.6666666666666666,0.2857142857142857
CA,03/01/2020,12,0,10,0,0.3333333333333333,0.2857142857142857
CA,03/02/2020,21,0,19,9,3.3333333333333335,1.5714285714285714
CA,03/03/2020,25,0,23,4,4.333333333333333,2.142857142857143
CA,03/04/2020,35,1,32,10,7.666666666666667,3.5714285714285716
CA,03/05/2020,51,1,48,16,10,5.714285714285714
CA,03/06/2020,59,1,56,8,11.333333333333334,6.857142857142857
CA,03/07/2020,82,1,79,23,15.666666666666666,10
CA,03/08/2020,98,1,95,16,15.666666666666666,12.285714285714286
CA,03/09/2020,104,1,101,6,15,11.857142857142858
CA,03/10/2020,144,2,140,40,20.666666666666668,17
CA,03/11/2020,177,3,172,33,26.333333333333332,20.285714285714285
CA,03/12/2020,221,4,211,44,39,24.285714285714285
CA,03/13/2020,282,4,272,61,46,31.857142857142858
CA,03/14/2020,340,5,329,58,54.333333333333336,36.857142857142854
CA,03/15/2020,426,6,414,86,68.33333333333333,46.857142857142854
CA,03/16/2020,557,7,544,131,91.66666666666667,64.71428571428571
CA,03/17/2020,698,12,680,141,119.33333333333333,79.14285714285714
CA,03/18/2020,751,13,732,53,108.33333333333333,82
CA,03/19/2020,952,18,934,201,131.66666666666666,104.42857142857143
CA,03/20/2020,1177,23,1154,225,159.66666666666666,127.85714285714286
CA,03/21/2020,1364,24,1340,187,204.33333333333334,146.28571428571428
CA,03/22/2020,1642,30,1612,278,230,173.71428571428572
CA,03/23/2020,2108,39,2069,466,310.3333333333333,221.57142857142858
CA,03/24/2020,2538,50,2488,430,391.3333333333333,262.85714285714283
CA,03/25/2020,2998,65,2933,460,452,321
CA,03/26/2020,3899,81,3818,901,597,421
CA,03/27/2020,4657,94,4563,758,706.3333333333334,497.14285714285717
CA,03/28/2020,5095,110,4985,438,699,533
CA,03/29/2020,5852,124,5728,757,651,601.4285714285714
CA,03/30/2020,7138,146,6992,1286,827,718.5714285714286
CA,03/31/2020,8210,173,8037,1072,1038.3333333333333,810.2857142857143
CA,04/01/2020,9399,199,9200,1189,1182.3333333333333,914.4285714285714
CA,04/02/2020,10773,238,10535,1374,1211.6666666666667,982
CA,04/03/2020,12004,265,11739,1231,1264.6666666666667,1049.5714285714287
CA,04/04/2020,12837,289,12548,833,1146,1106
CA,04/05/2020,15034,348,14686,2197,1420.3333333333333,1311.7142857142858
CA,04/06/2020,16019,380,15639,985,1338.3333333333333,1268.7142857142858
CA,04/07/2020,17351,432,16919,1332,1504.6666666666667,1305.857142857143
CO,01/22/2020,0,0,0,0,0,0
CO,01/23/2020,0,0,0,0,0,0
CO,01/24/2020,0,0,0,0,0,0
CO,01/25/2020,0,0,0,0,0,0
CO,01/26/2020,0,0,0,0,0,0
CO,01/27/2020,0,0,0,0,0,0
CO,01/28/2020,0,0,0,0,0,0
CO,01/29/2020,0,0,0,0,0,0
CO,01/30/2020,0,0,0,0,0,0
CO,01/31/2020,0,0,0,0,0,0
CO,02/01/2020,0,0,0,0,0,0
CO,02/02/2020,0,0,0,0,0,0
CO,02/03/2020,0,0,0,0,0,0
CO,02/04/2020,0,0,0,0,0,0
CO,02/05/2020,0,0,0,0,0,0
CO,02/06/2020,0,0,0,0,0,0
CO,02/07/2020,0,0,0,0,0,0
CO,02/08/2020,0,0,0,0,0,0
CO,02/09/2020,0,0,0,0,0,0
CO,02/10/2020,0,0,0,0,0,0
CO,02/11/2020,0,0,0,0,0,0
CO,02/12/2020,0,0,0,0,0,0
CO,02/13/2020,0,0,0,0,0,0
CO,02/14/2020,0,0,0,0,0,0
CO,02/15/2020,0,0,0,0,0,0
CO,02/16/2020,0,0,0,0,0,0
CO,02/17/2020,0,0,0,0,0,0
CO,02/18/2020,0,0,0,0,0,0
CO,02/19/2020,0,0,0,0,0,0
CO,02/20/2020,0,0,0,0,0,0
CO,02/21/2020,0,0,0,0,0,0
CO,02/22/2020,0,0,0,0,0,0
CO,02/23/2020,0,0,0,0,0,0
CO,02/24/2020,0,0,0,0,0,0
CO,02/25/2020,0,0,0,0,0,0
CO,02/26/2020,0,0,0,0,0,0
CO,02/27/2020,0,0,0,0,0,0
CO,02/28/2020,0,0,0,0,0,0
CO,02/29/2020,0,0,0,0,0,0
CO,03/01/2020,0,0,0,0,0,0
CO,03/02/2020,0,0,0,0,0,0
CO,03/03/2020,0,0,0,0,0,0
CO,03/04/2020,0,0,0,0,0,0
CO,03/05/2020,0,0,0,0,0,0
CO,03/06/2020,4,0,4,4,1.3333333333333333,0.5714285714285714
CO,03/07/2020,8,0,8,4,2.6666666666666665,1.1428571428571428
CO,03/08/2020,8,0,8,0,2.6666666666666665,1.1428571428571428
CO,03/09/2020,8,0,8,0,1.3333333333333333,1.1428571428571428
CO,03/10/2020,15,0,15,7,2.3333333333333335,2.142857142857143
CO,03/11/2020,34,0,34,19,8.666666666666666,4.857142857142857
CO,03/12/2020,45,0,45,11,12.333333333333334,6.428571428571429
CO,03/13/2020,49,0,49,4,11.333333333333334,6.428571428571429
CO,03/14/2020,101,1,100,52,22.333333333333332,13.285714285714286
CO,03/15/2020,131,1,130,30,28.666666666666668,17.571428571428573
CO,03/16/2020,160,1,159,29,37,21.714285714285715
CO,03/17/2020,160,2,158,0,19.666666666666668,20.714285714285715
CO,03/18/2020,184,2,182,24,17.666666666666668,21.428571428571427
CO,03/19/2020,277,4,273,93,39,33.142857142857146
CO,03/20/2020,363,4,359,86,67.66666666666667,44.857142857142854
CO,03/21/2020,390,4,386,27,68.66666666666667,41.285714285714285
CO,03/22/2020,476,6,470,86,66.33333333333333,49.285714285714285
CO,03/23/2020,704,7,697,228,113.66666666666667,77.71428571428571
CO,03/24/2020,723,8,715,19,111,80.42857142857143
CO,03/25/2020,1021,16,1005,298,181.66666666666666,119.57142857142857
CO,03/26/2020,1430,19,1411,409,242,164.71428571428572
CO,03/27/2020,1433,27,1406,3,236.66666666666666,152.85714285714286
CO,03/28/2020,1740,31,1709,307,239.66666666666666,192.85714285714286
CO,03/29/2020,2307,47,2260,567,292.3333333333333,261.57142857142856
CO,03/30/2020,2311,47,2264,4,292.6666666666667,229.57142857142858
CO,03/31/2020,2966,69,2897,655,408.6666666666667,320.42857142857144
CO,04/01/2020,2982,69,2913,16,225,280.14285714285717
CO,04/02/2020,3342,80,3262,360,343.6666666666667,273.14285714285717
CO,04/03/2020,3742,97,3645,400,258.6666666666667,329.85714285714283
CO,04/04/2020,4188,111,4077,446,402,349.7142857142857
CO,04/05/2020,4950,140,4810,762,536,377.57142857142856
CO,04/06/2020,5183,150,5033,233,480.3333333333333,410.2857142857143
CO,04/07/2020,5429,179,5250,246,413.6666666666667,351.85714285714283
Cruise,01/22/2020,0,0,0,0,0,0
Cruise,01/23/2020,0,0,0,0,0,0
Cruise,01/24/2020,0,0,0,0,0,0
Cruise,01/25/2020,0,0,0,0,0,0
Cruise,01/26/2020,0,0,0,0,0,0
Cruise,01/27/2020,0,0,0,0,0,0
Cruise,01/28/2020,0,0,0,0,0,0
Cruise,01/29/2020,0,0,0,0,0,0
Cruise,01/30/2020,0,0,0,0,0,0
Cruise,01/31/2020,0,0,0,0,0,0
Cruise,02/01/2020,0,0,0,0,0,0
Cruise,02/02/2020,0,0,0,0,0,0
Cruise,02/03/2020,0,0,0,0,0,0
Cruise,02/04/2020,0,0,0,0,0,0
Cruise,02/05/2020,0,0,0,0,0,0
Cruise,02/06/2020,0,0,0,0,0,0
Cruise,02/07/2020,0,0,0,0,0,0
Cruise,02/08/2020,0,0,0,0,0,0
Cruise,02/09/2020,0,0,0,0,0,0
Cruise,02/10/2020,0,0,0,0,0,0
Cruise,02/11/2020,0,0,0,0,0,0
Cruise,02/12/2020,0,0,0,0,0,0
Cruise,02/13/2020,0,0,0,0,0,0
Cruise,02/14/2020,0,0,0,0,0,0
Cruise,02/15/2020,0,0,0,0,0,0
Cruise,02/16/2020,0,0,0,0,0,0
Cruise,02/17/2020,0,0,0,0,0,0
Cruise,02/18/2020,0,0,0,0,0,0
Cruise,02/19/2020,0,0,0,0,0,0
Cruise,02/20/2020,0,0,0,0,0,0
Cruise,02/21/2020,0,0,0,0,0,0
Cruise,02/22/2020,0,0,0,0,0,0
Cruise,02/23/2020,0,0,0,0,0,0
Cruise,02/24/2020,36,0,36,36,12,5.142857142857143
Cruise,02/25/2020,36,0,36,0,12,5.142857142857143
Cruise,02/26/2020,42,0,42,6,14,6
Cruise,02/27/2020,42,0,42,0,2,6
Cruise,02/28/2020,44,0,44,2,2.6666666666666665,6.285714285714286
Cruise,02/29/2020,44,0,44,0,0.6666666666666666,6.285714285714286
Cruise,03/01/2020,44,0,44,0,0.6666666666666666,6.285714285714286
Cruise,03/02/2020,45,0,45,1,0.3333333333333333,1.2857142857142858
Cruise,03/03/2020,45,0,45,0,0.3333333333333333,1.2857142857142858
Cruise,03/04/2020,45,0,45,0,0.3333333333333333,0.42857142857142855
Cruise,03/05/2020,45,0,45,0,0,0.42857142857142855
Cruise,03/06/2020,45,0,45,0,0,0.14285714285714285
Cruise,03/07/2020,66,0,66,21,7,3.142857142857143
Cruise,03/08/2020,66,0,66,0,7,3.142857142857143
Cruise,03/09/2020,66,0,66,0,7,3
Cruise,03/10/2020,67,0,67,1,0.3333333333333333,3.142857142857143
Cruise,03/11/2020,67,0,67,0,0.3333333333333333,3.142857142857143
Cruise,03/12/2020,67,0,67,0,0.3333333333333333,3.142857142857143
Cruise,03/13/2020,67,0,67,0,0,3.142857142857143
Cruise,03/14/2020,67,0,67,0,0,0.14285714285714285
